24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply,timestamp
2283330000,38739144847,ripple,1515374040,127356488250,100000000000.0,Ripple,-1.72,4.29,44.43,0.00020555,3.28754,2,XRP,99993093880,2018-01-08 09:14:00
6084670000,96838727,ethereum,1515374049,118811434155,,Ethereum,4.5,16.76,62.42,0.0767086,1226.9,3,ETH,96838727,2018-01-08 09:14:09
226222000,25927070538,cardano,1515374054,25140132093,45000000000.0,Cardano,-2.4,-5.02,35.14,6.062e-05,0.969648,5,ADA,31112483745,2018-01-08 09:14:14
123609000,8999999999,nem,1515374044,15571259998,,NEM,-4.33,5.65,65.98,0.00010817,1.73014,6,XEM,8999999999,2018-01-08 09:14:04
1035690000,54659933,litecoin,1515374041,15542388012,84000000.0,Litecoin,-1.15,-4.9,23.28,0.0177781,284.347,7,LTC,54659933,2018-01-08 09:14:01
1749380000,65748192475,tron,1515374053,12113644226,,TRON,-7.85,4.58,308.86,1.152e-05,0.184243,8,TRX,100000000000,2018-01-08 09:14:13
339015000,17877859608,stellar,1515374043,12102631596,,Stellar,-1.88,-4.84,72.68,4.233e-05,0.676962,9,XLM,103570548975,2018-01-08 09:14:03
255888000,2779530283,iota,1515374051,11440546645,2779530283.0,IOTA,0.62,3.68,15.18,0.00025734,4.116,10,MIOTA,2779530283,2018-01-08 09:14:11
230097000,7804699,dash,1515374041,10192077844,18900000.0,Dash,1.48,1.85,24.13,0.0816473,1305.89,11,DASH,7804699,2018-01-08 09:14:01
668044000,589007455,eos,1515374052,7282488176,1000000000.0,EOS,-1.11,-2.54,41.31,0.00077303,12.364,12,EOS,900000000,2018-01-08 09:14:12
226265000,15575717,monero,1515374042,7170499288,,Monero,0.49,-1.14,32.44,0.0287831,460.364,13,XMR,15575717,2018-01-08 09:14:02
198762000,65000000,neo,1515374047,6585995000,,NEO,-0.75,0.36,34.38,0.00633495,101.323,14,NEO,100000000,2018-01-08 09:14:07
1345170000,73791260,qtum,1515374051,6499541560,,Qtum,0.87,-6.9,42.84,0.00550699,88.0801,15,QTUM,100291260,2018-01-08 09:14:11
509183000,98954297,ethereum-classic,1515374047,4366714591,,Ethereum Classic,6.14,13.31,45.32,0.00275903,44.1286,17,ETC,98954297,2018-01-08 09:14:07
203825000,116767032,lisk,1515374046,3758146925,,Lisk,-4.04,0.53,58.3,0.00201229,32.185,19,LSK,116767032,2018-01-08 09:14:06
49487500,133248289,raiblocks,1515374048,3474409167,133248290.0,RaiBlocks,-3.01,-8.35,19.93,0.00163026,26.0747,20,XRB,133248289,2018-01-08 09:14:08
15494200000,16788587,bitcoin,1515374060,272129564400,21000000.0,Bitcoin,-1.46,-6.8,15.92,1.0,16209.2,1,BTC,16788587,2018-01-08 09:14:20
1418790000,16899375,bitcoin-cash,1515374053,46939872994,21000000.0,Bitcoin Cash,-0.05,-0.45,10.22,0.173663,2777.61,4,BCH,16899375,2018-01-08 09:14:13
194424000,16751036,bitcoin-gold,1515374055,4978927208,21000000.0,Bitcoin Gold,-1.83,-0.47,12.45,0.0185837,297.231,16,BTG,16851036,2018-01-08 09:14:15
293496000,378545005,icon,1515374055,3818080629,,ICON,2.9,28.09,88.05,0.00063061,10.0862,18,ICX,400230000,2018-01-08 09:14:15
15536300000,16788625,bitcoin,1515374359,271604696388,21000000.0,Bitcoin,-1.62,-6.95,15.69,1.0,16177.9,1,BTC,16788625,2018-01-08 09:19:19
