24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply,timestamp
520655000,73764412,qtum,1514409851,3968082779,,Qtum,1.27,-3.56,-16.6,0.00356814,53.794,15,QTUM,100264412,2017-12-28 05:24:11
213431000,98685536,ethereum-classic,1514409847,3119814929,,Ethereum Classic,0.38,-3.34,-26.64,0.00209693,31.6137,16,ETC,98685536,2017-12-28 05:24:07
75908300,116383244,lisk,1514409846,2741837930,,Lisk,0.7,0.07,20.45,0.00156264,23.5587,17,LSK,116383244,2017-12-28 05:24:06
69301500,6024987,bitconnect,1514409849,2461080508,28000000.0,BitConnect,0.88,-2.65,11.8,0.0270943,408.479,18,BCC,9417893,2017-12-28 05:24:09
175344000,65748192475,tron,1514409854,2397534138,,TRON,2.38,-1.58,-18.82,2.42e-06,0.0364654,19,TRX,100000000000,2017-12-28 05:24:14
433496000,14398036647,verge,1514409843,2075808137,16555000000.0,Verge,2.62,-22.49,0.75,9.56e-06,0.144173,20,XVG,14398036647,2017-12-28 05:24:03
12135100000,16766512,bitcoin,1514410160,260544889875,21000000.0,Bitcoin,1.63,-4.7,-7.11,1.0,15539.6,1,BTC,16766512,2017-12-28 05:29:20
2076650000,96607954,ethereum,1514410149,73072807546,,Ethereum,1.0,-1.63,-7.59,0.0497372,756.385,2,ETH,96607954,2017-12-28 05:29:09
2744750000,38739144847,ripple,1514410141,55244732292,100000000000.0,Ripple,1.63,27.17,78.7,9.377e-05,1.42607,3,XRP,99993093880,2017-12-28 05:29:01
1448600000,16879238,bitcoin-cash,1514410152,47912897190,21000000.0,Bitcoin Cash,1.74,-4.96,-27.18,0.186654,2838.57,4,BCH,16879238,2017-12-28 05:29:12
774254000,54499833,litecoin,1514410141,14782916243,84000000.0,Litecoin,1.32,-5.42,-15.02,0.0178362,271.247,5,LTC,54499833,2017-12-28 05:29:01
79776600,25927070538,cardano,1514410154,10677104699,45000000000.0,Cardano,2.06,-1.75,-13.83,2.708e-05,0.411813,6,ADA,31112483745,2017-12-28 05:29:14
302173000,2779530283,iota,1514410152,10564188542,2779530283.0,IOTA,1.63,2.36,-25.53,0.00024992,3.80071,7,MIOTA,2779530283,2017-12-28 05:29:12
212836000,7778838,dash,1514410141,9196219665,18900000.0,Dash,0.99,-1.85,-24.23,0.0777381,1182.21,8,DASH,7778838,2017-12-28 05:29:01
53440100,8999999999,nem,1514410145,8467037999,,NEM,2.74,-0.33,0.34,6.186e-05,0.940782,9,XEM,8999999999,2017-12-28 05:29:05
240043000,15529227,monero,1514410143,6291184768,,Monero,1.5,8.07,-9.67,0.0266392,405.119,10,XMR,15529227,2017-12-28 05:29:03
516856000,566898749,eos,1514410152,5908388834,,EOS,1.31,7.26,-13.23,0.00068534,10.4223,11,EOS,1000000000,2017-12-28 05:29:12
131483000,16730611,bitcoin-gold,1514410155,5234824173,21000000.0,Bitcoin Gold,0.73,1.89,-31.83,0.0205744,312.889,12,BTG,16830611,2017-12-28 05:29:15
158570000,65000000,neo,1514410147,4236095500,,NEO,1.67,3.47,-9.83,0.0042854,65.1707,13,NEO,100000000,2017-12-28 05:29:07
73166400,17858987467,stellar,1514410143,4001234706,,Stellar,1.21,2.1,-11.72,1.473e-05,0.224046,14,XLM,103550799663,2017-12-28 05:29:03
524369000,73764412,qtum,1514410150,3950312932,,Qtum,0.78,-3.99,-17.0,0.00352146,53.5531,15,QTUM,100264412,2017-12-28 05:29:10
214514000,98685536,ethereum-classic,1514410147,3129821643,,Ethereum Classic,0.87,-3.04,-26.41,0.00208547,31.7151,16,ETC,98685536,2017-12-28 05:29:07
76533100,116383244,lisk,1514410146,2772784235,,Lisk,2.03,1.19,21.79,0.00156662,23.8246,17,LSK,116383244,2017-12-28 05:29:06
69759100,6024987,bitconnect,1514410149,2482288460,28000000.0,BitConnect,2.01,-1.75,12.8,0.0270916,411.999,18,BCC,9417893,2017-12-28 05:29:09
175858000,65748192475,tron,1514410154,2404095808,,TRON,2.82,-1.31,-18.69,2.4e-06,0.0365652,19,TRX,100000000000,2017-12-28 05:29:14
439693000,14398036647,verge,1514410143,2098571433,16555000000.0,Verge,3.28,-21.69,1.71,9.58e-06,0.145754,20,XVG,14398036647,2017-12-28 05:29:03
