24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply,timestamp
17300600000,16780637,bitcoin,1515028461,255144551394,21000000.0,Bitcoin,-0.54,1.11,-0.12,1.0,15204.7,1,BTC,16780637,2018-01-04 09:14:21
7113330000,38739144847,ripple,1515028440,128095243743,100000000000.0,Ripple,5.54,32.82,140.45,0.00021867,3.30661,2,XRP,99993093880,2018-01-04 09:14:00
5123090000,96754604,ethereum,1515028449,92433930582,,Ethereum,-0.16,6.9,28.44,0.0631785,955.344,3,ETH,96754604,2018-01-04 09:14:09
4786280000,16892163,bitcoin-cash,1515028453,43069439961,21000000.0,Bitcoin Cash,-2.08,-6.4,-8.03,0.168614,2549.67,4,BCH,16892163,2018-01-04 09:14:13
736718000,25927070538,cardano,1515028454,31941891632,45000000000.0,Cardano,15.22,49.7,206.72,8.147e-05,1.23199,5,ADA,31112483745,2018-01-04 09:14:14
327216000,8999999999,nem,1515028444,17322929998,,NEM,0.7,61.89,111.33,0.00012729,1.92477,6,XEM,8999999999,2018-01-04 09:14:04
1502630000,17877215852,stellar,1515028443,15331232157,,Stellar,-1.93,42.0,290.97,5.671e-05,0.857585,7,XLM,103570548975,2018-01-04 09:14:03
3247560000,54602558,litecoin,1515028441,13251986261,84000000.0,Litecoin,-0.69,-5.62,-8.0,0.0160501,242.699,8,LTC,54602558,2018-01-04 09:14:01
205080000,2779530283,iota,1515028452,11245840549,2779530283.0,IOTA,-1.54,0.89,10.89,0.00026757,4.04595,9,MIOTA,2779530283,2018-01-04 09:14:12
174878000,7796834,dash,1515028442,9072473936,18900000.0,Dash,-0.75,-3.4,1.55,0.0769512,1163.61,10,DASH,7796834,2018-01-04 09:14:02
1328490000,65748192475,tron,1515028454,6879562120,,TRON,7.16,37.71,195.17,6.92e-06,0.104635,11,TRX,100000000000,2018-01-04 09:14:14
283633000,65000000,neo,1515028449,6596460000,,NEO,-1.55,12.33,59.7,0.00671129,101.484,12,NEO,100000000,2018-01-04 09:14:09
185101000,15559891,monero,1515028442,6447521058,,Monero,0.54,8.53,4.9,0.0274029,414.368,13,XMR,15559891,2018-01-04 09:14:02
709423000,581254560,eos,1515028452,6080852700,1000000000.0,EOS,-1.68,12.51,4.28,0.00069185,10.4616,14,EOS,900000000,2018-01-04 09:14:12
111026000,16743749,bitcoin-gold,1515028455,4520711657,21000000.0,Bitcoin Gold,-0.8,-1.82,-11.15,0.0178552,269.994,15,BTG,16843749,2018-01-04 09:14:15
693781000,73781636,qtum,1515028451,4322342204,,Qtum,-0.76,-2.71,11.74,0.00387419,58.5829,16,QTUM,100281636,2018-01-04 09:14:11
963831000,98858163,ethereum-classic,1515028447,3401007496,,Ethereum Classic,0.49,-1.7,11.11,0.00227512,34.4029,17,ETC,98858163,2018-01-04 09:14:07
70103200,133248289,raiblocks,1515028449,3025282483,133248290.0,RaiBlocks,-7.57,-27.16,118.98,0.00150146,22.7041,18,XRB,133248289,2018-01-04 09:14:09
145208000,377545005,icon,1515028455,2741788458,,ICON,-0.56,12.13,47.12,0.00048026,7.26215,19,ICX,400230000,2018-01-04 09:14:15
26517100,6160042,bitconnect,1515028448,2723619537,28000000.0,BitConnect,-1.43,3.89,6.72,0.0292397,442.143,20,BCC,9438385,2018-01-04 09:14:08
17342600000,16780650,bitcoin,1515028761,254245306215,21000000.0,Bitcoin,-0.82,0.72,-0.42,1.0,15151.1,1,BTC,16780650,2018-01-04 09:19:21
7185420000,38739144847,ripple,1515028741,129101299334,100000000000.0,Ripple,5.88,33.35,142.41,0.00022067,3.33258,2,XRP,99993093880,2018-01-04 09:19:01
5123640000,96754905,ethereum,1515028749,92340365823,,Ethereum,-0.04,6.8,28.36,0.0631951,954.374,3,ETH,96754905,2018-01-04 09:19:09
4785360000,16892175,bitcoin-cash,1515028753,42850718166,21000000.0,Bitcoin Cash,-2.42,-6.9,-8.47,0.167972,2536.72,4,BCH,16892175,2018-01-04 09:19:13
757685000,25927070538,cardano,1515028754,32957454985,45000000000.0,Cardano,19.15,54.14,216.63,8.417e-05,1.27116,5,ADA,31112483745,2018-01-04 09:19:14
329652000,8999999999,nem,1515028744,17758619998,,NEM,2.15,65.75,116.77,0.00013066,1.97318,6,XEM,8999999999,2018-01-04 09:19:04
1498850000,17877215852,stellar,1515028743,15554840373,,Stellar,0.23,43.78,297.02,5.761e-05,0.870093,7,XLM,103570548975,2018-01-04 09:19:03
3241580000,54602783,litecoin,1515028741,13209832917,84000000.0,Litecoin,-0.94,-5.91,-8.24,0.0160195,241.926,8,LTC,54602783,2018-01-04 09:19:01
207133000,2779530283,iota,1515028751,11344402692,2779530283.0,IOTA,-0.74,1.83,11.9,0.00027026,4.08141,9,MIOTA,2779530283,2018-01-04 09:19:11
174987000,7796870,dash,1515028742,9059573057,18900000.0,Dash,-0.82,-3.49,1.44,0.0769403,1161.95,10,DASH,7796870,2018-01-04 09:19:02
1323570000,65748192475,tron,1515028754,6833669881,,TRON,4.41,37.15,193.27,6.88e-06,0.103937,11,TRX,100000000000,2018-01-04 09:19:14
283175000,65000000,neo,1515028748,6549790000,,NEO,-1.64,11.53,58.63,0.00667237,100.766,12,NEO,100000000,2018-01-04 09:19:08
